transaction_id,customer_id,amount,transaction_hour,location_change,device_change,transaction_frequency,average_customer_amount,merchant_category,previous_risk_events,is_fraud
TXN101384,C1588,2064.56,12,0,0,3,1479.45,restaurant,0,0
TXN101385,C1190,2227.21,15,0,0,1,2673.95,jewelry,1,0
TXN101386,C1550,2412.02,22,1,1,1,1190.73,jewelry,0,0
TXN101387,C1953,5968.43,5,0,0,2,11933.27,online_services,0,0
TXN101388,C1170,2280.8,15,0,0,1,3168.93,travel,0,0
TXN101389,C1143,1865.4,5,0,0,3,1464.16,travel,1,0
TXN101390,C1862,1567.7,14,0,0,4,1733.7,online_services,0,0
TXN101391,C1054,903.5,11,0,0,1,1248.3,grocery,2,0
TXN101392,C1496,23666.74,4,0,0,1,15434.74,electronics,0,0
TXN101393,C1834,13748.34,12,0,0,2,10594.49,online_services,0,0
TXN101394,C1517,673.41,20,0,0,1,912.15,restaurant,0,0
TXN101395,C1418,6941.75,21,0,1,4,6897.11,restaurant,0,0
TXN101396,C1425,691.11,22,0,0,3,656.58,cash_withdrawal,2,0
TXN101397,C1454,2819.64,15,0,0,1,2572.89,electronics,2,0
TXN101398,C1084,649.72,18,0,0,3,773.37,grocery,1,0
TXN101399,C1814,1112.71,7,0,0,1,2131.9,travel,0,0
TXN101400,C1033,9539.95,8,0,0,1,6238.06,electronics,0,0
TXN101401,C1550,556.56,9,0,0,1,764.78,electronics,0,0
TXN101402,C1799,3214.02,14,0,0,3,4497.04,online_services,0,1
TXN101403,C1760,2872.41,15,0,0,3,2632.92,online_services,0,0
TXN101404,C1523,5057.36,3,0,0,1,3974.21,online_services,2,1
TXN101405,C1116,695.97,8,0,0,1,968.92,cash_withdrawal,0,0
TXN101406,C1556,1023.07,11,1,0,1,1391.97,online_services,0,0
TXN101407,C1842,7586.18,1,0,0,4,7137.46,cash_withdrawal,0,0
TXN101408,C1736,8324.94,14,0,0,4,2984.18,online_services,0,0
TXN101409,C1223,2386.65,13,0,0,2,2235.27,grocery,0,0
TXN101410,C1753,4048.23,20,0,0,1,2515.03,cash_withdrawal,0,0
TXN101411,C1253,2573.26,9,0,0,2,2812.55,cash_withdrawal,0,0
TXN101412,C1033,3025.0,14,0,0,1,2472.24,travel,0,0
TXN101413,C1356,974.29,2,0,0,1,1440.06,restaurant,0,0
TXN101414,C1886,4560.81,3,0,0,1,3821.52,cash_withdrawal,0,0
TXN101415,C1831,6017.91,7,1,0,1,5619.24,electronics,0,0
TXN101416,C1830,373.19,23,0,0,1,949.67,online_services,0,0
TXN101417,C1705,972.66,11,0,0,1,1343.76,cash_withdrawal,0,0
TXN101418,C1727,2429.7,19,0,0,3,1277.7,jewelry,1,0
TXN101419,C1438,1636.63,5,1,0,3,1694.7,online_services,0,1
TXN101420,C1142,3292.24,6,0,0,1,1982.21,cash_withdrawal,2,0
TXN101421,C1211,676.34,1,1,0,3,550.37,online_services,0,1
TXN101422,C1359,2390.49,17,0,0,2,1715.25,travel,1,0
TXN101423,C1611,6064.84,17,0,0,3,6896.42,electronics,0,0
TXN101424,C1331,12917.73,22,0,0,1,5719.41,travel,0,0
TXN101425,C1296,1001.21,18,0,0,1,1710.95,travel,0,0
TXN101426,C1975,5616.1,16,0,0,1,3973.1,jewelry,1,1
TXN101427,C1834,13702.17,3,0,0,2,11783.87,electronics,0,0
TXN101428,C1985,4324.33,13,0,0,2,4709.42,grocery,0,0
TXN101429,C1283,8896.19,20,0,0,4,7966.67,electronics,0,0
TXN101430,C1718,3016.36,4,0,0,1,2728.6,electronics,1,0
TXN101431,C1149,3741.25,22,0,0,1,3406.74,travel,2,0
TXN101432,C1848,674.08,7,0,0,3,988.25,cash_withdrawal,0,0
TXN101433,C1863,2965.11,21,0,0,1,4814.08,restaurant,0,0
TXN101434,C1501,2657.15,4,0,0,2,2016.74,online_services,0,0
TXN101435,C1647,3202.1,8,0,0,1,6798.07,jewelry,0,0
TXN101436,C1424,2925.67,12,0,1,3,2831.89,restaurant,0,1
TXN101437,C1077,1934.5,20,0,0,2,1578.91,cash_withdrawal,2,0
TXN101438,C1901,1130.44,2,1,0,2,2198.35,restaurant,0,0
TXN101439,C1527,1444.09,23,0,0,1,2724.0,travel,0,0
TXN101440,C1711,3453.53,11,0,0,1,8728.66,restaurant,0,0
TXN101441,C1973,1718.43,15,0,0,2,2624.87,travel,0,0
TXN101442,C1595,876.11,0,0,0,2,2822.97,cash_withdrawal,0,0
TXN101443,C1792,6967.08,23,0,0,3,5732.45,grocery,0,0
TXN101444,C1748,14421.55,14,0,0,3,7088.47,jewelry,0,0
TXN101445,C1680,4050.76,22,0,0,1,3916.53,travel,1,0
TXN101446,C1870,13611.81,2,0,0,1,9011.33,cash_withdrawal,1,1
TXN101447,C1547,1988.61,12,1,0,3,2487.08,electronics,2,1
TXN101448,C1991,5328.7,13,0,0,3,3073.58,cash_withdrawal,0,0
TXN101449,C1216,2393.47,15,0,0,2,1904.35,travel,0,0
TXN101450,C1330,8903.37,9,0,0,1,6001.36,travel,0,0
TXN101451,C1560,1204.82,18,0,0,1,1365.57,electronics,0,0
TXN101452,C1579,1797.92,15,0,0,1,2012.76,cash_withdrawal,2,1
TXN101453,C1351,1553.23,21,0,0,3,2029.64,cash_withdrawal,2,1
TXN101454,C1049,2079.55,1,0,0,1,2282.74,grocery,0,1
TXN101455,C1641,10088.15,14,0,0,1,6724.64,grocery,0,0
TXN101456,C1127,1192.56,5,0,0,1,835.76,restaurant,0,0
TXN101457,C1467,1604.79,0,0,0,1,1619.91,restaurant,1,1
TXN101458,C1207,3960.85,22,1,0,4,3596.75,electronics,0,0
TXN101459,C1903,1183.81,20,0,0,2,1643.28,travel,0,0
TXN101460,C1162,4855.55,8,0,1,4,4175.59,grocery,2,0
TXN101461,C1670,2659.03,11,0,0,1,2356.08,travel,1,0
TXN101462,C1084,1225.8,11,0,0,1,1558.44,jewelry,0,0
TXN101463,C1925,1489.6,20,1,0,2,2038.33,electronics,0,0
TXN101464,C1053,404.93,12,0,0,5,563.48,jewelry,0,0
TXN101465,C1312,882.09,23,0,0,1,843.74,jewelry,0,0
TXN101466,C1773,1380.26,7,0,0,1,1317.93,restaurant,0,0
TXN101467,C1671,700.83,2,0,0,3,520.78,jewelry,1,0
TXN101468,C1097,4798.59,0,0,0,3,1756.67,electronics,0,0
TXN101469,C1488,4043.26,2,0,0,1,3807.51,electronics,0,1
TXN101470,C1607,2930.31,7,0,0,3,4650.23,online_services,0,0
TXN101471,C1696,3874.18,14,0,0,3,5047.95,grocery,1,0
TXN101472,C1008,6302.95,22,0,0,4,5773.02,travel,0,0
TXN101473,C1836,2042.33,3,0,0,1,3387.44,cash_withdrawal,1,0
TXN101474,C1432,4562.57,22,0,1,1,5186.42,electronics,0,0
TXN101475,C1489,5789.4,2,0,0,1,6368.6,electronics,0,0
TXN101476,C1392,2120.34,2,0,1,5,6462.92,jewelry,0,0
TXN101477,C1825,811.58,3,0,1,1,1195.15,grocery,1,1
TXN101478,C1320,6675.59,11,0,0,3,3252.12,travel,0,0
TXN101479,C1140,1034.93,12,1,0,1,1612.14,cash_withdrawal,0,0
TXN101480,C1832,1462.82,4,0,0,3,1233.83,jewelry,1,0
TXN101481,C1693,2616.16,4,0,0,3,3558.98,grocery,3,1
TXN101482,C1543,3015.08,18,0,0,2,2573.61,grocery,2,0
TXN101483,C1624,2882.89,20,0,0,2,1997.5,electronics,0,0
TXN101484,C1450,1769.49,11,0,0,2,2631.05,jewelry,0,0
TXN101485,C1218,1411.44,20,0,0,1,1365.69,jewelry,0,0
TXN101486,C1155,2641.6,13,0,0,2,1307.77,online_services,1,0
TXN101487,C1703,3825.67,14,0,0,4,3015.1,cash_withdrawal,0,0
TXN101488,C1222,4038.79,2,0,0,1,4416.49,grocery,0,0
TXN101489,C1143,3364.29,3,1,0,1,4295.89,online_services,0,0
TXN101490,C1747,2567.67,12,1,0,4,3050.33,travel,3,1
TXN101491,C1986,4921.32,13,0,0,2,3716.33,travel,0,0
TXN101492,C1810,6483.21,4,0,0,1,3842.12,electronics,0,0
TXN101493,C1283,2555.46,20,0,0,3,1318.42,grocery,0,0
TXN101494,C1254,2354.35,17,0,0,2,2830.51,online_services,0,0
TXN101495,C1614,1147.73,23,0,0,3,777.82,online_services,0,0
TXN101496,C1291,2519.49,22,0,0,1,3976.7,grocery,1,0
TXN101497,C1868,6990.0,21,0,0,1,6099.32,travel,0,0
TXN101498,C1210,229.24,16,0,0,1,280.65,online_services,1,0
TXN101499,C1521,7701.45,6,1,0,2,6017.07,jewelry,0,0
TXN101500,C1401,4284.02,9,0,0,3,5068.0,jewelry,0,0
TXN101501,C1055,2128.43,7,0,0,1,2944.59,restaurant,0,0
TXN101502,C1395,8915.51,3,0,0,5,4191.4,electronics,2,1
TXN101503,C1511,3932.07,20,0,0,1,4671.87,online_services,0,0
TXN101504,C1072,10748.68,16,1,0,3,11285.85,grocery,0,0
TXN101505,C1369,2067.19,10,0,0,3,1538.86,electronics,0,0
TXN101506,C1396,7300.44,18,0,0,3,8720.66,restaurant,1,0
TXN101507,C1374,4885.61,17,1,0,2,4012.03,jewelry,0,1
TXN101508,C1176,6986.49,15,0,0,1,7319.87,cash_withdrawal,1,0
TXN101509,C1074,442.19,0,0,0,1,441.16,online_services,0,0
TXN101510,C1069,6878.73,0,0,0,4,3719.68,travel,1,1
TXN101511,C1220,3702.53,1,0,0,1,5204.74,grocery,1,1
TXN101512,C1971,11244.27,12,0,0,1,11186.89,online_services,0,0
TXN101513,C1293,1860.76,20,0,0,1,1550.9,jewelry,0,0
TXN101514,C1513,7202.64,13,0,0,1,8358.48,restaurant,1,0
TXN101515,C1718,15512.59,12,1,0,2,6795.71,grocery,0,0
TXN101516,C1655,1066.54,17,1,0,3,1716.85,online_services,0,0
TXN101517,C1630,1053.05,4,0,0,1,1212.5,travel,0,0
TXN101518,C1085,3606.25,9,0,0,5,3679.58,grocery,0,1
TXN101519,C1523,4578.57,6,0,0,5,3984.05,cash_withdrawal,0,1
TXN101520,C1159,1276.64,17,0,0,4,926.58,travel,0,0
TXN101521,C1400,2526.87,18,0,0,1,3500.64,jewelry,1,0
TXN101522,C1781,2237.71,20,0,0,1,2821.91,jewelry,0,0
TXN101523,C1658,4508.51,2,0,0,2,2462.16,travel,0,0
TXN101524,C1715,3943.68,13,0,1,2,3789.95,jewelry,0,0
TXN101525,C1976,1704.22,7,1,0,1,1631.07,grocery,1,1
TXN101526,C1250,5073.07,2,0,0,1,7563.12,restaurant,0,0
TXN101527,C1118,3406.25,14,0,0,4,2147.97,online_services,0,1
TXN101528,C1623,578.13,1,0,0,4,1095.75,travel,0,1
TXN101529,C1682,744.68,23,1,0,3,1215.03,jewelry,1,0
TXN101530,C1758,5562.11,5,1,0,1,5438.73,grocery,0,0
TXN101531,C1012,1674.68,22,0,0,2,1791.77,electronics,1,0
TXN101532,C1718,3445.6,0,0,0,2,1738.13,electronics,2,0
TXN101533,C1508,2103.1,11,0,0,5,2078.07,online_services,0,0
TXN101534,C1529,1645.6,23,0,1,4,2939.75,travel,0,0
TXN101535,C1170,534.12,11,0,0,2,919.98,electronics,0,0
TXN101536,C1767,2343.89,8,0,0,1,3781.56,jewelry,0,0
TXN101537,C1907,913.26,3,0,0,3,1910.38,cash_withdrawal,0,1
TXN101538,C1921,2913.63,0,0,0,2,2170.34,travel,0,0
TXN101539,C1826,6938.33,13,0,0,4,7338.3,travel,2,0
TXN101540,C1536,3382.83,2,0,1,1,2228.15,travel,0,0
TXN101541,C1729,2218.16,18,0,0,2,2883.05,jewelry,0,0
TXN101542,C1078,6264.42,15,0,0,4,3493.22,restaurant,0,0
TXN101543,C1523,3966.35,11,0,0,3,5604.89,grocery,1,0
TXN101544,C1511,8813.94,18,0,0,3,3785.24,electronics,0,0
TXN101545,C1376,4369.16,5,0,0,2,2797.35,travel,1,0
TXN101546,C1791,2950.44,3,0,0,1,4524.48,online_services,0,0
TXN101547,C1690,9644.72,23,0,0,4,8866.3,grocery,0,0
TXN101548,C1233,900.1,23,0,0,3,652.78,online_services,3,1
TXN101549,C1002,3109.67,1,0,0,1,1903.67,cash_withdrawal,0,0
TXN101550,C1883,962.17,0,0,0,1,2913.64,electronics,0,0
TXN101551,C1047,3962.45,15,0,0,1,2084.74,travel,0,0
TXN101552,C1392,2526.73,4,0,0,3,2046.42,electronics,1,0
TXN101553,C1953,1276.09,1,0,0,1,1950.43,online_services,3,0
TXN101554,C1822,27344.73,22,1,0,2,15261.85,jewelry,0,0
TXN101555,C1671,2347.95,13,0,0,1,3136.39,electronics,2,1
TXN101556,C1329,1253.91,7,0,0,1,2036.54,restaurant,2,1
TXN101557,C1937,15296.94,23,1,1,1,4742.37,travel,0,1
TXN101558,C1277,2338.43,2,0,0,4,2305.42,online_services,0,0
TXN101559,C1381,380.38,3,0,0,2,1063.61,online_services,0,0
TXN101560,C1689,7309.67,1,0,0,1,8482.41,electronics,0,1
TXN101561,C1228,2571.05,16,1,0,2,2879.5,grocery,0,1
TXN101562,C1976,4606.98,12,0,0,2,2812.49,grocery,0,0
TXN101563,C1898,5373.42,14,0,0,2,3447.98,cash_withdrawal,2,0
TXN101564,C1289,4049.73,9,0,0,2,7721.8,travel,0,0
TXN101565,C1088,2279.77,17,0,0,3,3200.29,restaurant,0,0
TXN101566,C1008,3040.2,11,0,0,1,1178.96,electronics,0,0
TXN101567,C1298,901.96,18,0,0,4,1786.78,cash_withdrawal,1,0
TXN101568,C1311,4415.6,23,0,0,1,1997.77,online_services,0,0
TXN101569,C1248,2090.06,14,0,0,3,4024.55,travel,1,0
TXN101570,C1605,2319.27,15,0,0,4,1752.74,cash_withdrawal,0,0
TXN101571,C1794,9717.46,6,0,0,1,6462.61,jewelry,0,0
TXN101572,C1922,465.1,17,0,0,1,841.89,cash_withdrawal,2,0
TXN101573,C1815,2091.79,7,0,0,2,3817.39,electronics,2,1
TXN101574,C1006,5658.07,13,0,0,1,2349.63,grocery,0,0
TXN101575,C1238,1273.22,17,0,0,2,1409.95,travel,0,0
TXN101576,C1651,1745.54,22,0,0,1,3677.01,grocery,1,0
TXN101577,C1973,6934.52,10,0,0,3,3185.99,grocery,2,0
TXN101578,C1777,1637.92,21,0,0,2,2613.93,restaurant,2,0
TXN101579,C1869,3581.27,23,0,0,1,2234.32,jewelry,0,0
TXN101580,C1314,339.71,3,0,0,1,885.81,electronics,0,0
TXN101581,C1542,5260.57,7,0,0,3,4531.35,restaurant,0,0
TXN101582,C1503,4462.58,1,0,0,3,2315.44,electronics,0,0
TXN101583,C1728,25894.3,8,0,0,2,9600.74,grocery,3,0
TXN101584,C1044,4947.19,7,0,0,4,2443.21,cash_withdrawal,0,0
TXN101585,C1532,1777.65,13,0,0,1,1422.82,jewelry,0,0
TXN101586,C1917,1245.06,11,0,0,1,1807.55,restaurant,0,1
TXN101587,C1997,6170.53,23,0,0,2,6437.65,grocery,0,0
TXN101588,C1594,2983.98,3,0,0,2,3133.78,online_services,0,0
TXN101589,C1136,4744.96,20,0,0,3,3408.47,cash_withdrawal,0,0
TXN101590,C1403,11490.1,2,0,0,2,7710.3,online_services,1,1
TXN101591,C1581,8827.69,1,0,0,1,9632.96,restaurant,0,0
TXN101592,C1678,2267.1,4,0,0,1,2600.99,electronics,0,0
TXN101593,C1298,2415.05,8,0,1,1,4395.18,cash_withdrawal,0,0
TXN101594,C1322,5843.57,12,0,0,1,9239.76,jewelry,0,0
TXN101595,C1851,2680.58,23,0,0,2,2364.05,travel,0,0
TXN101596,C1325,742.89,14,0,0,1,772.12,travel,0,0
TXN101597,C1239,1970.3,2,0,0,1,3560.22,electronics,0,0
TXN101598,C1139,3112.15,18,0,0,1,4010.02,grocery,0,0
TXN101599,C1159,5649.15,3,0,0,1,4915.68,electronics,0,0
TXN101600,C1460,1336.21,14,0,0,2,1943.35,travel,3,1
TXN101601,C1416,1015.64,3,0,0,6,1540.3,online_services,2,1
TXN101602,C1366,6360.76,6,1,0,2,5172.41,restaurant,0,0
TXN101603,C1315,780.71,14,0,0,2,1856.96,travel,0,0
TXN101604,C1872,9394.62,3,0,0,4,7858.96,grocery,0,0
TXN101605,C1161,3255.79,21,0,0,3,4294.85,travel,0,1
TXN101606,C1846,2200.97,22,0,0,3,2607.92,jewelry,0,0
TXN101607,C1617,685.49,1,0,0,3,460.66,electronics,0,1
TXN101608,C1855,6981.49,10,0,0,2,6634.12,electronics,0,0
TXN101609,C1093,1464.91,22,0,0,1,2243.28,electronics,2,0
TXN101610,C1991,1814.69,11,0,0,1,2778.07,restaurant,3,0
TXN101611,C1525,4497.94,1,0,0,3,4570.18,jewelry,0,0
TXN101612,C1306,3312.74,8,0,0,2,4595.74,cash_withdrawal,0,0
TXN101613,C1178,6205.31,0,0,0,1,3598.64,restaurant,0,0
TXN101614,C1875,1706.72,14,0,0,2,965.91,online_services,0,0
TXN101615,C1766,4007.16,17,0,0,5,2783.32,electronics,0,0
TXN101616,C1096,4725.41,14,1,0,3,6359.95,grocery,0,0
TXN101617,C1823,2155.59,4,0,1,1,1953.11,grocery,3,1
TXN101618,C1012,3265.1,1,0,0,4,3799.81,cash_withdrawal,1,0
TXN101619,C1799,17405.33,7,0,1,1,12399.89,electronics,2,0
TXN101620,C1202,8271.57,12,0,0,1,3525.17,travel,0,0
TXN101621,C1702,757.93,20,0,0,3,1040.21,jewelry,0,0
TXN101622,C1086,13038.33,18,1,0,4,14105.73,online_services,1,0
TXN101623,C1265,4427.62,2,0,0,1,2684.06,grocery,0,0
TXN101624,C1066,2780.98,6,0,0,3,3222.32,jewelry,0,0
TXN101625,C1454,4170.0,4,0,0,2,3356.94,grocery,1,0
TXN101626,C1926,490.49,10,0,0,2,779.53,grocery,1,0
TXN101627,C1043,2991.18,14,0,0,1,2892.86,grocery,0,0
TXN101628,C1172,3192.7,18,0,0,1,2328.98,restaurant,0,0
TXN101629,C1841,4100.18,23,0,0,3,6799.89,restaurant,1,0
TXN101630,C1508,3605.26,0,0,0,1,3514.74,restaurant,1,0
TXN101631,C1699,2930.76,13,0,0,2,2826.72,electronics,0,0
TXN101632,C1362,2350.62,6,0,1,1,5665.31,electronics,0,1
TXN101633,C1281,1341.85,8,0,0,4,1236.02,restaurant,0,0
TXN101634,C1904,2033.14,4,0,0,3,1880.08,grocery,0,0
TXN101635,C1628,11829.44,19,0,0,1,8407.38,online_services,0,0
TXN101636,C1251,1126.64,20,0,0,2,1129.86,travel,0,0
TXN101637,C1510,2760.99,13,1,0,3,1456.16,online_services,0,0
TXN101638,C1490,4088.98,1,0,0,1,3704.83,grocery,0,0
TXN101639,C1286,10591.15,12,0,1,3,14930.66,electronics,1,1
TXN101640,C1429,33488.12,6,0,0,1,8898.03,jewelry,0,1
TXN101641,C1905,3179.41,16,0,0,1,5699.74,electronics,0,0
TXN101642,C1645,8960.77,17,0,0,1,5277.76,cash_withdrawal,1,0
TXN101643,C1019,1672.72,12,0,0,6,1919.06,cash_withdrawal,1,0
TXN101644,C1730,1132.96,11,0,0,1,1604.03,restaurant,1,0
TXN101645,C1557,2892.21,15,0,0,5,2563.43,travel,0,0
TXN101646,C1934,1793.21,18,0,0,1,2362.34,online_services,0,0
TXN101647,C1329,12556.99,12,0,0,1,8717.04,travel,1,0
TXN101648,C1184,1201.84,0,1,0,2,1975.94,travel,1,1
TXN101649,C1611,10298.72,7,0,0,1,4386.01,grocery,1,0
TXN101650,C1917,12919.64,8,1,0,4,10707.0,grocery,0,0
TXN101651,C1828,1731.53,15,0,1,2,2642.86,online_services,0,0
TXN101652,C1366,5746.13,18,0,0,2,4249.14,electronics,2,0
TXN101653,C1997,2672.38,5,0,0,2,2127.07,grocery,0,0
TXN101654,C1253,3378.64,21,0,0,1,3447.82,electronics,0,0
TXN101655,C1272,7348.85,17,0,0,1,5693.33,cash_withdrawal,0,0
TXN101656,C1810,3438.39,23,1,0,3,4292.21,grocery,1,0
TXN101657,C1782,6766.52,7,1,0,2,5005.51,online_services,0,0
TXN101658,C1866,2068.52,12,0,0,3,2533.7,travel,0,0
TXN101659,C1957,380.23,5,0,0,1,778.18,electronics,2,0
TXN101660,C1242,3281.57,18,0,0,1,1836.28,travel,1,0
TXN101661,C1825,9650.36,23,0,0,4,10396.15,jewelry,0,0
TXN101662,C1367,2991.36,18,0,0,5,1733.03,grocery,0,0
TXN101663,C1720,2252.57,22,0,0,4,2876.82,travel,0,0
TXN101664,C1970,1811.98,18,0,0,1,2381.68,online_services,0,0
TXN101665,C1145,1119.24,18,0,0,3,965.83,electronics,2,0
TXN101666,C1856,2738.4,15,0,0,2,3663.61,online_services,0,0
TXN101667,C1316,1024.0,5,0,0,1,1117.21,restaurant,1,0
TXN101668,C1038,1829.56,2,0,0,2,2945.94,grocery,0,1
TXN101669,C1238,2941.87,19,0,0,3,2433.24,electronics,0,1
TXN101670,C1020,7080.28,16,0,0,2,3811.45,restaurant,0,0
TXN101671,C1000,965.64,10,0,0,5,2200.27,online_services,2,0
TXN101672,C1206,2060.15,4,0,0,1,2185.35,travel,0,0
TXN101673,C1734,1874.25,5,1,0,2,1529.36,cash_withdrawal,0,0
TXN101674,C1864,1313.6,10,0,0,4,1024.61,grocery,0,0
TXN101675,C1022,1463.75,4,1,0,1,609.47,online_services,0,0
TXN101676,C1721,2359.14,4,0,0,2,2987.64,cash_withdrawal,0,0
TXN101677,C1113,6779.47,16,0,0,3,6776.8,cash_withdrawal,0,0
TXN101678,C1373,1172.44,2,0,0,1,1738.62,travel,2,0
TXN101679,C1721,1343.82,21,1,0,1,1890.21,restaurant,1,0
TXN101680,C1600,2079.29,3,0,0,3,4254.2,travel,0,1
TXN101681,C1309,2987.46,10,0,0,1,2997.84,electronics,0,0
TXN101682,C1999,2414.64,5,0,0,1,2836.98,jewelry,1,0
TXN101683,C1971,2266.42,13,0,0,1,4612.79,cash_withdrawal,0,0
TXN101684,C1654,1663.88,15,0,0,4,2359.45,jewelry,0,0
TXN101685,C1324,1215.37,5,0,0,2,968.14,jewelry,0,0
TXN101686,C1991,11887.57,17,0,0,2,11316.89,jewelry,0,0
TXN101687,C1910,5227.84,19,0,0,3,3655.17,cash_withdrawal,0,0
TXN101688,C1365,3916.02,7,1,0,4,3142.54,jewelry,0,0
TXN101689,C1603,1355.44,5,0,0,1,2684.97,restaurant,0,0
TXN101690,C1314,3701.36,23,0,1,3,3656.94,jewelry,0,1
TXN101691,C1301,11522.61,4,0,0,2,11266.27,electronics,1,0
TXN101692,C1746,7647.35,0,0,0,2,3701.8,jewelry,1,0
TXN101693,C1971,3526.87,18,0,0,1,2316.87,restaurant,1,0
TXN101694,C1871,18317.79,18,0,0,3,14820.62,grocery,0,0
TXN101695,C1186,2633.2,19,0,0,1,2712.51,travel,0,0
TXN101696,C1943,4345.88,19,0,0,1,4200.16,electronics,0,0
TXN101697,C1654,2282.21,18,0,0,7,3193.53,grocery,0,0
TXN101698,C1959,5100.15,15,1,0,3,5744.04,electronics,0,0
TXN101699,C1339,949.36,23,0,0,1,2364.95,grocery,0,0
TXN101700,C1243,773.92,11,0,0,2,1215.99,travel,0,0
TXN101701,C1171,3656.14,20,1,0,3,2472.78,grocery,0,0
TXN101702,C1841,7577.79,22,1,0,1,11575.74,jewelry,1,1
TXN101703,C1654,1485.79,23,0,0,4,1520.77,travel,0,0
TXN101704,C1457,661.87,0,0,0,1,847.14,travel,0,0
TXN101705,C1214,515.1,7,0,0,3,1190.41,jewelry,0,0
TXN101706,C1069,2109.91,11,0,0,1,4459.79,travel,2,0
TXN101707,C1805,1494.9,3,0,0,4,1816.26,jewelry,2,1
TXN101708,C1001,3280.21,1,0,0,4,3011.12,restaurant,3,1
TXN101709,C1448,3644.98,23,0,1,1,6038.12,restaurant,0,0
TXN101710,C1992,3586.34,5,0,0,4,6625.14,restaurant,0,0
TXN101711,C1504,2711.38,12,0,0,2,2357.66,travel,0,0
TXN101712,C1559,8298.61,12,0,0,1,9680.35,grocery,0,0
TXN101713,C1848,5763.81,15,0,0,2,9102.76,cash_withdrawal,0,0
TXN101714,C1884,4617.29,18,0,0,1,2138.99,jewelry,1,1
TXN101715,C1776,14450.9,21,0,0,4,10198.03,electronics,0,0
TXN101716,C1166,2505.76,14,0,0,2,4110.96,grocery,0,1
TXN101717,C1818,2377.37,1,0,0,2,2269.89,travel,0,0
TXN101718,C1020,3345.17,10,0,0,2,3630.44,travel,0,0
TXN101719,C1974,1314.75,3,0,0,3,950.95,grocery,0,0
TXN101720,C1350,437.69,5,0,0,6,420.06,restaurant,0,0
TXN101721,C1164,4018.02,23,0,0,5,3747.91,grocery,0,0
TXN101722,C1560,7777.25,2,0,0,1,5320.7,travel,0,0
TXN101723,C1608,2964.98,19,0,1,2,3277.59,restaurant,0,0
TXN101724,C1721,3532.51,0,0,0,1,2236.82,restaurant,0,0
TXN101725,C1965,1076.39,20,0,0,2,2193.71,electronics,0,0
TXN101726,C1621,1651.19,13,0,1,1,2849.74,electronics,0,0
TXN101727,C1054,6480.05,3,0,0,2,6344.6,travel,0,0
TXN101728,C1210,1615.56,6,0,0,2,1346.25,restaurant,2,0
TXN101729,C1713,4411.42,17,0,0,2,2377.0,jewelry,0,0
TXN101730,C1947,3631.52,23,0,0,3,6591.8,online_services,0,0
TXN101731,C1271,1890.03,21,0,0,2,1299.72,travel,0,0
TXN101732,C1304,1360.33,7,0,0,1,974.91,grocery,0,0
TXN101733,C1050,10347.7,12,0,0,1,6150.77,online_services,0,0
TXN101734,C1562,5700.89,15,0,0,1,6507.27,electronics,3,0
TXN101735,C1055,2428.65,11,0,0,2,1684.59,grocery,0,0
TXN101736,C1437,1177.02,2,0,0,2,1215.62,travel,0,0
TXN101737,C1843,754.11,21,0,0,1,1704.57,jewelry,0,0
TXN101738,C1614,3784.89,15,0,1,1,3635.14,electronics,0,0
TXN101739,C1099,1679.12,0,0,0,1,1912.37,electronics,0,1
TXN101740,C1174,4047.72,20,0,0,1,6341.68,travel,0,0
TXN101741,C1083,2094.18,15,0,0,4,2347.45,cash_withdrawal,2,0
TXN101742,C1118,5322.97,9,0,0,3,4333.61,cash_withdrawal,2,1
TXN101743,C1407,1720.57,15,0,0,3,1079.16,restaurant,1,0
TXN101744,C1916,7834.16,21,0,0,2,8968.56,travel,0,0
TXN101745,C1093,1408.87,20,0,1,3,2295.85,online_services,1,0
TXN101746,C1396,6643.49,5,1,0,3,3122.12,travel,0,0
TXN101747,C1906,4459.44,12,0,1,2,3631.33,travel,0,0
TXN101748,C1191,15245.85,14,0,0,2,12089.67,grocery,0,0
TXN101749,C1269,5607.7,14,0,0,1,6945.1,restaurant,0,0
TXN101750,C1269,9428.97,7,0,0,3,7078.65,cash_withdrawal,0,1
TXN101751,C1275,1695.41,18,0,0,1,3221.45,grocery,0,0
TXN101752,C1154,1303.33,22,0,1,4,2032.89,jewelry,0,0
TXN101753,C1099,8629.74,2,0,0,2,4134.35,jewelry,0,0
TXN101754,C1352,4987.35,17,0,0,5,6230.33,restaurant,0,0
TXN101755,C1994,4280.89,18,0,0,1,4568.48,electronics,0,0
TXN101756,C1566,2378.15,1,0,0,1,1959.11,cash_withdrawal,0,1
TXN101757,C1396,2845.79,16,0,0,4,1580.74,restaurant,0,0
TXN101758,C1988,4441.64,17,0,0,2,4783.19,jewelry,0,0
TXN101759,C1887,7780.28,15,0,0,2,1980.37,online_services,0,0
TXN101760,C1902,11498.6,7,0,0,1,12748.49,restaurant,0,0
TXN101761,C1306,2624.3,2,1,1,3,2440.33,restaurant,0,0
TXN101762,C1924,1151.29,22,0,0,1,1626.77,grocery,0,0
TXN101763,C1514,6735.55,18,0,0,3,5167.69,online_services,0,0
TXN101764,C1819,26382.78,18,0,0,4,26045.81,jewelry,0,0
TXN101765,C1635,3041.43,4,0,0,1,3403.04,grocery,0,0
